tablet_num	relation_type	subject	object	providence	period	dates_referenced	subject_tag	object_tag
P143517	person:delivers_animal  	ur-{d}en-lil2-la2	sila4				PN	ANIM
P143643	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P143773	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P143867	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P144366	person:delivers_animal  	szesz-kal-la	sila4				PN	ANIM
P144554	person:delivers_animal  	szabra	sila4				PN	ANIM
P144792	person:receives_animal  	sila4	zabar-dab5				ANIM	PN
P145273	person:has_son	szabra	szabra				PN_1	PN_2
P145498	person:is_king	en					PN	PN
P145499	person:is_king	en					PN	PN
P145526	person:delivers_animal  	ARAD2-mu	sila4				PN	ANIM
P145528	person:delivers_animal  	ur-nigar{gar}	masz2				PN	ANIM
P145668	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P145788	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P145798	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P145801	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P145838	person:delivers_animal  	nu-banda3	sila4				PN	ANIM
P145857	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P200168	person:has_son	aga3-us2	aga3-us2				PN_1	PN_2
P200533	person:delivers_animal  	szabra	masz2				PN	ANIM
P200572	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P200579	person:delivers_animal  	ur-{d}suen	sila4				PN	ANIM
P201414	person:delivers_animal  	szar-ru-um-ba-ni	masz-da3				PN	ANIM
P201442	person:delivers_animal  	nu-banda3	sila4				PN	ANIM
P201732	person:delivers_animal  	na-gada	masz2				PN	ANIM
P201733	person:has_son	nu-banda3	ur-{d}suen				PN_1	PN_2
P201738	person:has_son	nu-banda3	ur-{d}suen				PN_1	PN_2
P202551	person:has_son	lukur	nu-banda3				PN_1	PN_2
P206204	person:has_son	lu2-{d}nanna	nu-banda3				PN_1	PN_2
P206206	person:has_son	lu2-{d}nanna	szagina				PN_1	PN_2
P206220	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P206635	person:receives_animal  	masz2	sipa				ANIM	PN
P208475	person:receives_animal  	dur3	engar				ANIM	PN
P208536	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P208701	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P209459	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P210103	person:delivers_animal  	ur-nigar	sila4				PN	ANIM
P210104	person:receives_animal  	masz2	nir-i3-da-gal2				ANIM	PN
P210125	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P210164	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P210320	person:delivers_animal  	na-gada	sila4				PN	ANIM
P210322	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P210404	person:delivers_animal  	nu-banda3	sila4				PN	ANIM
P211342	person:delivers_animal  	ur-{d}en-lil2-la2	sila4				PN	ANIM
P211366	person:delivers_animal  	nu-banda3	sila4				PN	ANIM
P211989	person:has_son	aga3-us2	szesz-kal-la				PN_1	PN_2
P213236	person:delivers_animal  	kuruszda	masz2				PN	ANIM
P213574	person:delivers_animal  	kuruszda	sila4				PN	ANIM
P215167	person:delivers_animal  	engar	masz2				PN	ANIM
P215241	person:delivers_animal  	sipa	masz2				PN	ANIM
P215976	person:receives_animal  	masz2	sipa				ANIM	PN
P217165	person:delivers_animal  	nu-banda3	masz2				PN	ANIM
P218092	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P218312	person:is_king	en					PN	PN
P225949	person:is_king	kuruszda					PN	PN
P226594	person:is_king	iszib					PN	PN
P226896	person:is_king	iszib					PN	PN
P226897	person:is_king	iszib					PN	PN
P226919	person:is_king	iszib					PN	PN
P234988	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P235469	person:receives_animal  	{ansze}kunga2	szabra				ANIM	PN
P235549	person:delivers_animal  	ARAD2-mu	sila4				PN	ANIM
P274286	person:has_son	nu-banda3	ARAD2-mu				PN_1	PN_2
P275204	person:has_son	szagina	nu-banda3				PN_1	PN_2
P283841	person:has_son	ab-ba-iri	sanga				PN_1	PN_2
P290385	person:receives_animal  	gu4	gu-za-la2				ANIM	PN
P290720	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P290810	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P290906	person:has_son	engar	engar				PN_1	PN_2
P291680	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P292004	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P292157	person:has_son	szesz-kal-la	ur-{d}en-lil2-la2				PN_1	PN_2
P292337	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P292577	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P303393	person:receives_animal  	masz2	lugal-ma2-gur8-re				ANIM	PN
P303426	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P303446	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P303491	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P303494	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P303504	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P303507	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P303533	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P303539	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P303551	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P303557	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P303563	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P303571	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P303577	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P303725	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P303788	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P315683	person:has_son	sukkal	sipa				PN_1	PN_2
P320504	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P320531	person:delivers_animal  	sukkal	sila4				PN	ANIM
P320571	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P320583	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P320619	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P320624	person:receives_animal  	az	ur-nigar{gar}				ANIM	PN
P320757	person:receives_animal  	az	ur-nigar{gar}				ANIM	PN
P320868	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P320911	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P320917	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P320992	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P330239	person:delivers_animal  	lu2-bala-sa6-ga	sila4				PN	ANIM
P332040	person:delivers_animal  	ARAD2-mu	sila4				PN	ANIM
P333654	person:receives_animal  	sila4	kuruszda				ANIM	PN
P339403	person:has_son	ur-nigar{gar}	szesz-kal-la				PN_1	PN_2
P339689	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P339718	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P339843	person:has_son	szesz-kal-la	ARAD2-mu				PN_1	PN_2
P340118	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P340247	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P340309	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P340659	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P340711	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P340805	person:has_son	szesz-kal-la	ur-{d}en-lil2-la2				PN_1	PN_2
P340946	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P340985	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P340993	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P341032	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P341113	person:has_son	ur-{d}suen	szesz-kal-la				PN_1	PN_2
P341117	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P341157	person:has_son	ur-{d}suen	szesz-kal-la				PN_1	PN_2
P341932	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P341948	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P341988	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P342001	person:has_son	szesz-kal-la	ur-{d}suen				PN_1	PN_2
P342029	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P342109	person:delivers_animal  	lugal-nir-gal2	sila4				PN	ANIM
P356017	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P368370	person:delivers_animal  	nu-banda3	sila4				PN	ANIM
P373970	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P374146	person:has_son	lu2-{d}nanna	lu2-{d}nanna				PN_1	PN_2
P375388	person:delivers_animal  	ur-{d}suen	masz2				PN	ANIM
P376135	person:has_son	nar	szesz-kal-la				PN_1	PN_2
P376180	person:has_son	ur-nigar{gar}	gudu4				PN_1	PN_2
P376361	person:has_son	muhaldim	lugal-ma2-gur8-re				PN_1	PN_2
P379161	person:receives_animal  	masz2	kuruszda				ANIM	PN
P390863	person:delivers_animal  	szar-ru-um-i3-li2	sila4				PN	ANIM
P390996	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P391035	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P392635	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P393119	person:receives_animal  	sila4	kuruszda				ANIM	PN
P406051	person:has_son	lu2-{d}nanna	nu-banda3				PN_1	PN_2
P406055	person:has_son	nu-banda3	nu-banda3				PN_1	PN_2
P406121	person:has_son	aga3-us2	nu-banda3				PN_1	PN_2
P406481	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P406577	person:has_son	aga3-us2	nu-banda3				PN_1	PN_2
P416422	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P416433	person:delivers_animal  	sanga	sila4				PN	ANIM
P416468	person:delivers_animal  	lugal-nir-gal2	sila4				PN	ANIM
P416478	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P424387	person:delivers_animal  	szesz-kal-la	sila4				PN	ANIM
P429942	person:delivers_animal  	szu-ru-usz-ki-in	sila4				PN	ANIM
P432290	person:is_king	iszib					PN	PN
P453927	person:receives_animal  	masz2	kuruszda				ANIM	PN
P454006	person:receives_animal  	sila4	kuruszda				ANIM	PN
P454258	person:delivers_animal  	szabra	sila4				PN	ANIM
P010812	person:is_king	sukkal					PN	PN
P457307	person:has_son	nu-banda3	ur-nigar{gar}				PN_1	PN_2
P406443	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P478896	person:is_king	en					PN	PN
P332351	person:receives_animal  	gukkal	ur-nigar{gar}				ANIM	PN
P332369	person:delivers_animal  	lugal-ma2-gur8-re	masz2				PN	ANIM
P218013	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P414543	person:delivers_animal  	sipa	masz2				PN	ANIM
P235914	person:delivers_animal  	sanga	sila4				PN	ANIM
P406792	person:delivers_animal  	nu-banda3	sila4				PN	ANIM
P406883	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P406893	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P406908	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P407199	person:delivers_animal  	lu2-{d}nanna	sila4				PN	ANIM
P407262	person:delivers_animal  	nu-banda3	masz2				PN	ANIM
P408002	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P212084	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P212184	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P211676	person:delivers_animal  	lu2-{d}nanna	sila4				PN	ANIM
P212101	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P212102	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P212067	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P212061	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P212004	person:delivers_animal  	ur-nigar{gar}	masz-da3				PN	ANIM
P330393	person:delivers_animal  	szar-ru-um-ba-ni	sila4				PN	ANIM
P461504	person:delivers_animal  	szabra	masz2				PN	ANIM
P235917	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P235917	person_delivers:person_recieves	sanga	zabar-dab5				PN_1	PN_2
P235893	person:delivers_animal  	e2-a-i3-li2	masz-da3				PN	ANIM
P248901	person:delivers_animal  	sanga	sila4				PN	ANIM
P249019	person:receives_animal  	masz2	ur-{d}suen				ANIM	PN
P249059	person:has_son	lu2-{d}nanna	szesz-kal-la				PN_1	PN_2
P330501	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P330633	person:delivers_animal  	lu2-{d}nanna	sila4				PN	ANIM
P376008	person:has_son	szu-ku6	szesz-kal-la				PN_1	PN_2
P376122	person:has_son	sipa	szesz-kal-la				PN_1	PN_2
P215673	person:delivers_animal  	ab-ba-iri	masz2				PN	ANIM
P325467	person:receives_animal  	masz2	sipa				ANIM	PN
P262495	person:delivers_animal  	na-gada	masz2				PN	ANIM
P499514	person:is_king	sukkal					PN	PN
P113196	person:is_king	ur-nigar{gar}					PN	PN
P499899	person:receives_animal  	masz2	szar-ru-um-ba-ni				ANIM	PN
P500387	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P500389	person:has_son	nu-banda3	nu-banda3				PN_1	PN_2
P211683	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P139183	person:receives_animal  	sila4	kuruszda				ANIM	PN
P139248	person:is_king	szabra					PN	PN
P252759	person:has_son	engar	szitim				PN_1	PN_2
P507968	person:delivers_animal  	ur-{d}suen	az				PN	ANIM
