tablet_num	relation_type	subject	object	providence	period	dates_referenced	subject_tag	object_tag
P110363	person:has_son	sukkal	sukkal				PN_1	PN_2
P320583	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P392635	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P105991	person:delivers_animal  	szabra	sila4				PN	ANIM
P104032	person:delivers_animal  	ur-nigar{gar}	sila4				PN	ANIM
P123400	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P110215	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P100189	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P123439	person:delivers_animal  	szar-ru-um-i3-li2	sila4				PN	ANIM
P102343	person:delivers_animal  	e2-a-i3-li2	masz-da3				PN	ANIM
P107595	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P125862	person:receives_animal  	masz2	lu2-bala-sa6-ga				ANIM	PN
P368370	person:delivers_animal  	nu-banda3	sila4				PN	ANIM
P110339	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P134405	person:receives_animal  	masz2	lu2-{d}nanna				ANIM	PN
P339689	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P139580	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P201733	person:has_son	nu-banda3	ur-{d}suen				PN_1	PN_2
P133939	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P103463	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P110342	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P107675	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P119911	person:delivers_animal  	szabra	sila4				PN	ANIM
P133952	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P111382	person:has_son	ab-ba-iri	szagina				PN_1	PN_2
P102526	person:delivers_animal  	di-ku5	masz2				PN	ANIM
P100723	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P132011	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P127709	person:has_son	szesz-kal-la	nu-banda3				PN_1	PN_2
P107782	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P303521	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P110153	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P100163	person:has_son	gudu4	ur-nigar{gar}				PN_1	PN_2
P120902	person:receives_animal  	masz2	szesz-kal-la				ANIM	PN
P342029	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P139891	person:receives_animal  	masz2	kuruszda				ANIM	PN
P320624	person:receives_animal  	az	ur-nigar{gar}				ANIM	PN
P303491	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P101567	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P127006	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P143108	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P112244	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P129435	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P109248	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P118639	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P113595	person:receives_animal  	gukkal	ur-nigar{gar}				ANIM	PN
P303571	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P136163	person:receives_animal  	masz2	lugal-ma2-gur8-re				ANIM	PN
P134478	person:has_son	ur-{d}suen	lugal-ma2-gur8-re				PN_1	PN_2
P103533	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P320552	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P142790	person:delivers_animal  	szesz-kal-la	masz-da3				PN	ANIM
P107764	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P143943	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P133914	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P128831	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P107835	person:delivers_animal  	ur-nigar{gar}	masz2				PN	ANIM
P131265	person:has_son	nu-banda3	nu-banda3				PN_1	PN_2
P129413	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P126639	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P123704	person:is_king	ur-nigar{gar}					PN	PN
P120784	person_delivers:person_recieves	masz2	ensi2-ka				PN_1	PN_2
P208475	person:receives_animal  	dur3	engar				ANIM	PN
P120281	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P144792	person:receives_animal  	sila4	zabar-dab5				ANIM	PN
P131974	person:delivers_animal  	nu-i3-da	sila4				PN	ANIM
P115732	person:receives_animal  	masz2	ur-{d}en-lil2-la2				ANIM	PN
P340118	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P122378	person:receives_animal  	masz2	ur-{d}suen				ANIM	PN
P126399	person:delivers_animal  	sanga	sila4				PN	ANIM
P142571	person:delivers_animal  	sanga	sila4				PN	ANIM
P119904	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P110013	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P121665	person:has_son	sipa	ur-{d}suen				PN_1	PN_2
P116834	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P143605	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P122160	person:delivers_animal  	ur-nigar	masz-da3				PN	ANIM
P108716	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P320917	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P320619	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P303725	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P106101	person:delivers_animal  	di-ku5	sila4				PN	ANIM
P320992	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P101059	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P106117	person:delivers_animal  	ARAD2-mu	sila4				PN	ANIM
P122149	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P109505	person:delivers_animal  	zabar-dab5	masz-da3				PN	ANIM
P209766	person:receives_animal  	masz2	lu2-bala-sa6-ga				ANIM	PN
P342001	person:has_son	szesz-kal-la	ur-{d}suen				PN_1	PN_2
P123577	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P340309	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P303551	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P106412	person:delivers_animal  	nir-i3-da-gal2	masz-da3				PN	ANIM
P125996	person:receives_animal  	{ansze}kunga2	szesz-kal-la				ANIM	PN
P145273	person:has_son	szabra	szabra				PN_1	PN_2
P136695	person:receives_animal  	masz2	szesz-kal-la				ANIM	PN
P104014	person:receives_animal  	gukkal	ur-nigar{gar}				ANIM	PN
P108731	person:has_son	szitim	szesz-kal-la				PN_1	PN_2
P200572	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P342109	person:delivers_animal  	lugal-nir-gal2	sila4				PN	ANIM
P116842	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P114131	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P112842	person:delivers_animal  	sukkal	masz2				PN	ANIM
P391035	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P123287	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P118539	person:delivers_animal  	gudu4	sila4				PN	ANIM
P125119	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P134874	person:delivers_animal  	zabar-dab5	az				PN	ANIM
P128648	person:has_son	nar	um-mi-a				PN_1	PN_2
P108173	person:has_son	ur-{d}suen	szesz-kal-la				PN_1	PN_2
P123545	person:receives_animal  	sila4	zabar-dab5				ANIM	PN
P116158	person:delivers_animal  	ur-{d}suen	sila4				PN	ANIM
P210230	person:receives_animal  	gu4	nu-banda3				ANIM	PN
P123353	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P131969	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P136592	person:delivers_animal  	szabra	masz2				PN	ANIM
P115409	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P341076	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P135603	person:receives_animal  	sila4	kuruszda				ANIM	PN
P320504	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P131959	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P107721	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P118299	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P145498	person:is_king	en					PN	PN
P210125	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P117757	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P128837	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P340985	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P122370	person:receives_animal  	masz2	szitim				ANIM	PN
P136235	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P133973	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P390863	person:delivers_animal  	szar-ru-um-i3-li2	sila4				PN	ANIM
P107712	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P320531	person:delivers_animal  	sukkal	sila4				PN	ANIM
P132458	person:has_son	lu2-{d}nanna	szesz-kal-la				PN_1	PN_2
P117277	person:delivers_animal  	szabra	sila4				PN	ANIM
P107723	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P105242	person:receives_animal  	masz2	szesz-kal-la				ANIM	PN
P115604	person:delivers_animal  	ur-{d}en-lil2-la2	sila4				PN	ANIM
P132716	person:has_son	engar	sanga				PN_1	PN_2
P125760	person:delivers_animal  	u4-da-tusz	sila4				PN	ANIM
P109950	person:has_son	um-mi-a	um-mi-a				PN_1	PN_2
P208536	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P130879	person:delivers_animal  	szabra	sila4				PN	ANIM
P101339	person:delivers_animal  	nu-banda3	sila4				PN	ANIM
P107725	person:delivers_animal  	e2-a-i3-li2	sila4				PN	ANIM
P131742	person:is_king	sza13-dub-ba					PN	PN
P104730	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P125475	person:delivers_animal  	ARAD2-mu	masz-da3				PN	ANIM
P129331	person:has_son	lu2-{d}nanna	szesz-kal-la				PN_1	PN_2
P132112	person:delivers_animal  	ur-{d}en-lil2-la2	sila4				PN	ANIM
P107672	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P115392	person:receives_animal  	gukkal	ur-nigar{gar}				ANIM	PN
P115531	person:delivers_animal  	lugal-nir-gal2	sila4				PN	ANIM
P133937	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P303533	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P117221	person:delivers_animal  	szabra	sila4				PN	ANIM
P340818	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P131270	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P123927	person:receives_animal  	gu4	sanga				ANIM	PN
P113624	person:delivers_animal  	nu-i3-da	sila4				PN	ANIM
P107647	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P142207	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P140957	person:has_son	ur-{d}suen	szesz-kal-la				PN_1	PN_2
P118472	person:delivers_animal  	szabra	sila4				PN	ANIM
P128502	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P134879	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P104597	person:receives_animal  	masz2	nin-dingir				ANIM	PN
P117743	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P126933	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P102188	person:receives_animal  	masz-da3	ur-nigar{gar}				ANIM	PN
P145857	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P123805	person:delivers_animal  	nar	masz2				PN	ANIM
P114656	person:has_son	nu-banda3	ur-nigar{gar}				PN_1	PN_2
P122314	person:receives_animal  	masz2	lugal-nir-gal2				ANIM	PN
P107630	person:delivers_animal  	zabar-dab5	sila4				PN	ANIM
P108014	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P125178	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P123338	person:delivers_animal  	nu-banda3	masz-da3				PN	ANIM
P121508	person:delivers_animal  	lugal-ma2-gur8-re	sila4				PN	ANIM
P339358	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P226547	person:is_king	iszib					PN	PN
P126797	person:delivers_animal  	ur-{d}en-lil2-la2	sila4				PN	ANIM
P206204	person:has_son	lu2-{d}nanna	nu-banda3				PN_1	PN_2
P106318	person:is_king	en					PN	PN
P133956	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P126744	person:delivers_animal  	szabra	masz2				PN	ANIM
P123639	person:receives_animal  	az	ur-nigar{gar}				ANIM	PN
P141797	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P123735	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P113625	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P116840	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P110333	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P107635	person:delivers_animal  	nu-banda3	sila4				PN	ANIM
P339554	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P110414	person:receives_animal  	masz2	kuruszda				ANIM	PN
P129123	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P101674	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P122709	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P235622	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P101445	person:delivers_animal  	e2-a-i3-li2	sila4				PN	ANIM
P133838	person:delivers_animal  	ur-nigar{gar}	sila4				PN	ANIM
P136022	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P114028	person:receives_animal  	dur3	engar				ANIM	PN
P126078	person:receives_animal  	sila4	na-gada				ANIM	PN
P117289	person:delivers_animal  	szar-ru-um-ba-ni	masz-da3				PN	ANIM
P131878	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P106205	person:receives_animal  	masz2	na-gada				ANIM	PN
P134316	person:receives_animal  	masz2	ur-{d}suen				ANIM	PN
P303471	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P100972	person:delivers_animal  	e2-a-i3-li2	masz-da3				PN	ANIM
P103087	person:receives_animal  	{ansze}kunga2	lu2-bala-sa6-ga				ANIM	PN
P118409	person:delivers_animal  	szabra	sila4				PN	ANIM
P115781	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P100707	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P116124	person:has_son	sukkal	nu-banda3				PN_1	PN_2
P121335	person:receives_animal  	masz2	ur-{d}suen				ANIM	PN
P121335	person:has_son	ur-{d}suen	ARAD2-mu				PN_1	PN_2
P133953	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P103346	person:receives_animal  	gukkal	ur-nigar{gar}				ANIM	PN
P127377	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P123526	person:delivers_animal  	sanga	sila4				PN	ANIM
P123721	person:is_king	en					PN	PN
P123819	person:delivers_animal  	nu-banda3	sila4				PN	ANIM
P122318	person:receives_animal  	masz2	szesz-kal-la				ANIM	PN
P210164	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P101317	person:receives_animal  	sila4	nu-banda3				ANIM	PN
P117585	person:delivers_animal  	nar	sila4				PN	ANIM
P102820	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P145526	person:delivers_animal  	ARAD2-mu	sila4				PN	ANIM
P119832	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P140257	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P141945	person:has_son	ARAD2-mu	ur-nigar{gar}				PN_1	PN_2
P340993	person:has_son	szesz-kal-la	lugal-ma2-gur8-re				PN_1	PN_2
P303557	person:receives_animal  	sila4	ur-nigar{gar}				ANIM	PN
P126893	person:has_son	lu2-{d}nanna	ur-nigar{gar}				PN_1	PN_2
P128836	person:receives_animal  	masz2	ur-nigar{gar}				ANIM	PN
P374146	person:has_son	lu2-{d}nanna	lu2-{d}nanna				PN_1	PN_2
P376135	person:has_son	nar	szesz-kal-la				PN_1	PN_2
P376364	person:has_son	muhaldim	lugal-ma2-gur8-re				PN_1	PN_2
P332040	person:delivers_animal  	ARAD2-mu	sila4				PN	ANIM
